,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
2718,18 minutes,81,Berry St at 4th St,356,Valencia St at Clinton Park,4744,2,1982,Female,26,2025-09-30
2719,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),121,Mission Playground,1653,1,1986,Male,27,2019-04-29
2720,16 minutes,3,Powell St BART Station (Market St at 4th St),97,14th St at Mission St,5491,2,1980,Male,29,2019-11-10
2721,7 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,1367,1,1987,Other,26,2019-06-25
2722,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,2569,2,1994,Male,27,2025-09-30
2723,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,59,2,1975,Male,29,2025-09-30
2724,13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,2351,3,1989,Male,26,2020-01-29
2725,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,370,3,1988,Male,27,2019-11-15
2726,18 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,2567,2,1985,Female,29,2017-07-27
2727,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5528,3,1982,Male,26,2019-10-01
2728,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,2884,2,1992,Male,27,2020-01-19
2729,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2602,1,1990,Male,29,2018-10-24
2730,17 minutes,3,Powell St BART Station (Market St at 4th St),377,Fell St at Stanyan St,4966,2,1990,Female,26,2017-12-25
2731,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),123,Folsom St at 19th St,1153,3,1987,Female,27,2025-09-30
2732,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,2502,2,1973,Female,29,2019-01-29
2733,11 minutes,5,Powell St BART Station (Market St at 5th St),100,Bryant St at 15th St,377,2,1994,Male,26,2017-03-26
2734,7 minutes,3,Powell St BART Station (Market St at 4th St),60,8th St at Ringold St,1812,3,1993,Female,27,2018-01-27
2735,16 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,4836,2,1986,Male,29,2017-06-09
2736,13 minutes,81,Berry St at 4th St,370,Jones St at Post St,4442,1,1990,Male,26,2018-12-27
2737,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),75,Market St at Franklin St,2434,1,1971,Male,27,2019-08-02
2738,4 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1683,3,1957,Male,29,2019-10-01
2739,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),383,Golden Gate Ave at Franklin St,4655,3,1981,Male,26,2017-03-02
2740,11 minutes,22,Howard St at Beale St,60,8th St at Ringold St,5472,2,1995,Female,27,2017-10-15
2741,53 minutes,21,Montgomery St BART Station (Market St at 2nd St),368,Myrtle St at Polk St,5233,1,1968,Male,29,2025-09-30
2742,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,1917,2,1986,Male,26,2019-09-26
2743,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5547,2,1988,Female,27,2017-10-25
2744,22 minutes,16,Steuart St at Market St,129,Harrison St at 20th St,1468,1,1983,Male,29,2019-04-05
2745,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),53,Grove St at Divisadero,4817,3,1985,Male,26,2018-11-29
2746,10 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,5479,2,1981,Male,27,2017-08-09
2747,6 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,2,1992,Male,29,2019-10-30
2748,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,4981,1,1988,Male,26,2019-02-12
2749,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,5313,3,1988,Female,27,2025-09-30
2750,4 minutes,81,Berry St at 4th St,66,3rd St at Townsend St,873,2,1984,Female,29,2019-04-29
2751,5 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5528,2,1987,Male,26,2019-11-10
2752,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,2810,2,1991,Male,27,2019-06-25
2753,18 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,5069,1,1989,Female,29,2025-09-30
2754,2 minutes,81,Berry St at 4th St,91,Berry St at King St,1974,1,1987,Male,26,2025-09-30
2755,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),371,Lombard St at Columbus Ave,5474,2,1976,Male,27,2020-01-29
2756,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5188,2,1973,Male,29,2019-11-15
2757,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),80,Townsend St at 5th St,1104,2,1991,Female,26,2017-07-27
2758,4 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,1073,2,1981,Male,27,2019-10-01
2759,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,2908,1,1984,Male,29,2020-01-19
2760,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1100,3,1982,Male,26,2018-10-24
2761,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,3369,2,1977,Female,27,2017-12-25
2762,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,1544,2,1985,Male,29,2025-09-30
2763,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),99,Folsom St at 15th St,5055,2,1996,Male,26,2019-01-29
2764,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),26,1st St at Folsom St,4407,2,1948,Male,27,2017-03-26
2765,22 minutes,5,Powell St BART Station (Market St at 5th St),145,29th St at Church St,5392,1,1989,Female,29,2018-01-27
2766,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5547,3,1990,Male,26,2017-06-09
2767,17 minutes,81,Berry St at 4th St,371,Lombard St at Columbus Ave,4770,2,1986,Male,27,2018-12-27
2768,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4606,2,1989,Male,29,2019-08-02
2769,29 minutes,3,Powell St BART Station (Market St at 4th St),375,Grove St at Masonic Ave,5480,1,1983,Female,26,2019-10-01
2770,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),355,23rd St at Tennessee St,5546,3,1994,Male,27,2017-03-02
2771,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4653,3,1986,Female,29,2017-10-15
2772,11 minutes,22,Howard St at Beale St,104,4th St at 16th St,1497,3,1982,Male,26,2025-09-30
2773,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5325,1,1989,Female,27,2019-09-26
2774,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),5534,2,1971,Male,29,2017-10-25
2775,3 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),4604,2,1994,Male,26,2019-04-05
2776,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),99,Folsom St at 15th St,649,2,1982,Male,27,2018-11-29
2777,8 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,2519,1,1992,Female,29,2017-08-09
2778,20 minutes,16,Steuart St at Market St,130,22nd St Caltrain Station,5529,2,1968,Male,26,2019-10-30
2779,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,1689,3,1988,Male,27,2019-02-12
2780,27 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),377,Fell St at Stanyan St,5017,3,1983,Male,29,2025-09-30
2781,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),3,Powell St BART Station (Market St at 4th St),1683,3,1987,Male,26,2019-04-29
2782,8 minutes,5,Powell St BART Station (Market St at 5th St),56,Koshland Park,5465,2,1994,Male,27,2019-11-10
2783,12 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1104,2,1989,Male,29,2019-06-25
2784,3 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,4902,2,1990,Male,26,2025-09-30
2785,20 minutes,3,Powell St BART Station (Market St at 4th St),107,17th St at Dolores St,733,3,1981,Male,27,2025-09-30
2786,18 minutes,16,Steuart St at Market St,96,Dolores St at 15th St,5338,2,1989,Other,29,2020-01-29
2787,1 minutes,22,Howard St at Beale St,22,Howard St at Beale St,4752,3,1986,Male,26,2019-11-15
2788,5 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,1470,2,1980,Male,27,2017-07-27
2789,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,1142,2,1990,Male,29,2019-10-01
2790,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,427,3,2000,Female,26,2020-01-19
2791,8 minutes,22,Howard St at Beale St,81,Berry St at 4th St,341,2,1978,Male,27,2018-10-24
2792,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,4968,2,1957,Male,29,2017-12-25
2793,10 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,2436,3,1994,Male,26,2025-09-30
2794,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,5522,2,1974,Male,27,2019-01-29
2795,10 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,1871,3,1986,Male,29,2017-03-26
2796,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),115,Jackson Playground,3010,1,1989,Male,26,2018-01-27
2797,11 minutes,3,Powell St BART Station (Market St at 4th St),66,3rd St at Townsend St,2174,2,1985,Male,27,2017-06-09
2798,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4843,3,1986,Male,29,2018-12-27
2799,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4533,2,1982,Female,26,2019-08-02
2800,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4761,3,1985,Male,27,2019-10-01
2801,11 minutes,3,Powell St BART Station (Market St at 4th St),87,Folsom St at 13th St,985,2,1989,Male,29,2017-03-02
2802,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,3375,2,1986,Male,26,2017-10-15
2803,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,5388,1,1989,Male,27,2025-09-30
2804,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),85,Church St at Duboce Ave,5239,2,1990,Female,29,2019-09-26
2805,6 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,1910,2,1993,Male,26,2017-10-25
2806,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1603,1,1979,Male,27,2019-04-05
2807,10 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,2034,2,1987,Male,29,2018-11-29
2808,42 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),377,Fell St at Stanyan St,1902,2,1982,Male,26,2017-08-09
2809,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,2175,3,1988,Male,27,2019-10-30
2810,7 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5477,3,1987,Female,29,2019-02-12
2811,21 minutes,21,Montgomery St BART Station (Market St at 2nd St),118,Eureka Valley Recreation Center,4773,2,1993,Male,26,2025-09-30
2812,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),60,8th St at Ringold St,2941,1,1994,Male,27,2019-04-29
2813,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5398,3,1988,Female,29,2019-11-10
2814,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,2165,3,1990,Female,26,2019-06-25
2815,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,4842,2,1990,Male,27,2025-09-30
2816,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,858,1,1990,Male,29,2025-09-30
2817,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4653,2,1988,Male,26,2020-01-29
2818,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,5029,1,1984,Female,27,2019-11-15
2819,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,5400,2,1992,Female,29,2017-07-27
2820,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4717,2,1992,Male,26,2019-10-01
2821,8 minutes,5,Powell St BART Station (Market St at 5th St),27,Beale St at Harrison St,5515,2,1982,Male,27,2020-01-19
2822,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),126,Esprit Park,4832,1,1986,Male,29,2018-10-24
2823,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4761,2,1967,Male,26,2017-12-25
2824,13 minutes,16,Steuart St at Market St,60,8th St at Ringold St,4877,2,1990,Male,27,2025-09-30
2825,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4982,2,1990,Female,29,2019-01-29
2826,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,2057,2,1967,Male,26,2017-03-26
2827,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),91,Berry St at King St,4825,2,1982,Male,27,2018-01-27
2828,17 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,1600,3,1995,Male,29,2017-06-09
2829,4 minutes,81,Berry St at 4th St,91,Berry St at King St,3434,2,1983,Female,26,2018-12-27
2830,10 minutes,3,Powell St BART Station (Market St at 4th St),80,Townsend St at 5th St,1393,2,1986,Female,27,2019-08-02
2831,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),74,Laguna St at Hayes St,1515,3,1991,Female,29,2019-10-01
2832,9 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),43,2,1993,Male,26,2017-03-02
2833,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),97,14th St at Mission St,5148,2,1990,Female,27,2017-10-15
2834,73 minutes,22,Howard St at Beale St,60,8th St at Ringold St,3690,2,1988,Male,29,2025-09-30
2835,10 minutes,3,Powell St BART Station (Market St at 4th St),92,Mission Bay Kids Park,903,2,1995,Male,26,2019-09-26
2836,25 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),358,Williams Ave at 3rd St,5504,3,1992,Male,27,2017-10-25
2837,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,2651,3,1993,Male,29,2019-04-05
2838,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,1916,3,1966,Female,26,2018-11-29
2839,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,5268,2,1994,Male,27,2017-08-09
2840,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,2451,2,1988,Male,29,2019-10-30
2841,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5313,3,1972,Male,26,2019-02-12
2842,6 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2147,2,1991,Female,27,2025-09-30
2843,11 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4752,3,1996,Male,29,2019-04-29
2844,7 minutes,22,Howard St at Beale St,349,Howard St at Mary St,3643,1,1974,Male,26,2019-11-10
2845,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5388,1,1972,Male,27,2019-06-25
2846,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,4927,1,1994,Male,29,2025-09-30
2847,10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4329,3,1991,Female,26,2025-09-30
2848,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),53,Grove St at Divisadero,4373,2,1985,Male,27,2020-01-29
2849,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,137,3,1990,Male,29,2019-11-15
2850,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5522,2,1994,Male,26,2017-07-27
2851,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4761,1,1988,Male,27,2019-10-01
2852,21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,5004,2,1957,Male,29,2020-01-19
2853,6 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,688,2,1983,Male,26,2018-10-24
2854,7 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,5569,2,1983,Male,27,2017-12-25
2855,13 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,2714,1,1987,Female,29,2025-09-30
2856,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5541,3,1960,Male,26,2019-01-29
2857,5 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,2559,1,1990,Male,27,2017-03-26
2858,17 minutes,16,Steuart St at Market St,77,11th St at Natoma St,4438,1,1991,Male,29,2018-01-27
2859,7 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2954,2,1979,Male,26,2017-06-09
2860,15 minutes,81,Berry St at 4th St,365,Turk St at Fillmore St,5554,2,1987,Male,27,2018-12-27
2861,10 minutes,5,Powell St BART Station (Market St at 5th St),30,San Francisco Caltrain (Townsend St at 4th St),4842,1,1970,Male,29,2019-08-02
2862,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),97,14th St at Mission St,4778,2,1991,Male,26,2019-10-01
2863,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,4611,2,1994,Male,27,2017-03-02
2864,9 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4337,2,1983,Female,29,2017-10-15
2865,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),96,Dolores St at 15th St,5234,3,1994,Male,26,2025-09-30
2866,21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),70,Central Ave at Fell St,4733,2,1988,Male,27,2019-09-26
2867,20 minutes,3,Powell St BART Station (Market St at 4th St),72,Page St at Scott St,4809,1,1968,Other,29,2017-10-25
2868,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),112,Harrison St at 17th St,4757,1,1986,Male,26,2019-04-05
2869,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,5070,2,1973,Female,27,2018-11-29
2870,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),356,Valencia St at Clinton Park,5278,1,1994,Male,29,2017-08-09
2871,6 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),757,1,1995,Male,26,2019-10-30
2872,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4832,2,1990,Female,27,2019-02-12
2873,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),86,Market St at Dolores St,4619,2,1991,Male,29,2025-09-30
2874,2 minutes,16,Steuart St at Market St,22,Howard St at Beale St,5569,2,1970,Male,26,2019-04-29
2875,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4821,2,1988,Male,27,2019-11-10
2876,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,4761,3,1983,Male,29,2019-06-25
2877,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),121,Mission Playground,5035,2,1978,Male,26,2025-09-30
2878,12 minutes,5,Powell St BART Station (Market St at 5th St),124,19th St at Florida St,5479,2,1983,Male,27,2025-09-30
2879,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),36,Folsom St at 3rd St,4653,2,1991,Male,29,2020-01-29
2880,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,4604,3,1965,Male,26,2019-11-15
2881,17 minutes,3,Powell St BART Station (Market St at 4th St),109,17th St at Valencia St,5245,3,1984,Female,27,2017-07-27
2882,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),55,Webster St at Grove St,5549,2,1984,Female,29,2019-10-01
2883,15 minutes,3,Powell St BART Station (Market St at 4th St),84,Duboce Park,5333,1,1992,Male,26,2020-01-19
2884,10 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,5145,1,1986,Female,27,2018-10-24
2885,6 minutes,3,Powell St BART Station (Market St at 4th St),10,Washington St at Kearny St,5561,1,1991,Male,29,2017-12-25
2886,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4991,1,1976,Female,26,2025-09-30
2887,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),361,Mendell St at Fairfax Ave,5265,1,1989,Male,27,2019-01-29
2888,6 minutes,5,Powell St BART Station (Market St at 5th St),369,Hyde St at Post St,4409,2,1990,Male,29,2017-03-26
2889,4 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5441,1,1985,Male,26,2018-01-27
2890,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4407,2,1977,Male,27,2017-06-09
2891,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),349,Howard St at Mary St,5050,2,1993,Female,29,2018-12-27
2892,4 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,232,3,1996,Male,26,2019-08-02
2893,14 minutes,81,Berry St at 4th St,3,Powell St BART Station (Market St at 4th St),733,1,1983,Male,27,2019-10-01
2894,21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),86,Market St at Dolores St,5275,3,1979,Male,29,2017-03-02
2895,8 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),2175,1,1986,Female,26,2017-10-15
2896,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4744,3,1995,Male,27,2025-09-30
2897,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,1661,1,1989,Male,29,2019-09-26
2898,8 minutes,81,Berry St at 4th St,321,5th St at Folsom,966,3,1996,Male,26,2017-10-25
2899,20 minutes,5,Powell St BART Station (Market St at 5th St),130,22nd St Caltrain Station,5505,2,1991,Male,27,2019-04-05
2900,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1884,3,1989,Male,29,2018-11-29
2901,13 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,4941,2,1985,Male,26,2017-08-09
2902,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,4843,2,1995,Female,27,2019-10-30
2903,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),79,7th St at Brannan St,4517,1,1971,Female,29,2019-02-12
2904,9 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),4604,1,1967,Male,26,2025-09-30
2905,13 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2740,2,1987,Male,27,2019-04-29
2906,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),80,Townsend St at 5th St,577,3,1992,Male,29,2019-11-10
2907,1 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),80,Townsend St at 5th St,1458,2,1992,Male,26,2019-06-25
2908,9 minutes,16,Steuart St at Market St,47,4th St at Harrison St,4574,3,1994,Male,27,2025-09-30
2909,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,1206,3,1988,Male,29,2025-09-30
2910,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,2260,3,1985,Male,26,2020-01-29
2911,10 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),3616,1,1991,Male,27,2019-11-15
2912,46 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),1168,3,1961,Female,29,2017-07-27
2913,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5554,2,1991,Male,26,2019-10-01
2914,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5441,3,1985,Male,27,2020-01-19
2915,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),1777,2,1974,Female,29,2018-10-24
2916,20 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5202,2,1997,Female,26,2017-12-25
2917,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),87,Folsom St at 13th St,5137,1,1990,Male,27,2025-09-30
2918,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),356,Valencia St at Clinton Park,4730,1,1986,Male,29,2019-01-29
2919,12 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5426,2,1988,Male,26,2017-03-26
2920,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),350,8th St at Brannan St,5539,2,1972,Male,27,2018-01-27
2921,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4843,1,1963,Male,29,2017-06-09
2922,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4737,2,1989,Female,26,2018-12-27
2923,11 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),47,1,1978,Male,27,2019-08-02
2924,10 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4653,3,1993,Male,29,2019-10-01
2925,21 minutes,5,Powell St BART Station (Market St at 5th St),377,Fell St at Stanyan St,4997,2,1970,Male,26,2017-03-02
2926,16 minutes,22,Howard St at Beale St,365,Turk St at Fillmore St,5217,3,1980,Male,27,2017-10-15
2927,9 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4778,2,1981,Male,29,2025-09-30
2928,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4370,2,1989,Male,26,2019-09-26
2929,2 minutes,3,Powell St BART Station (Market St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4825,2,1981,Male,27,2017-10-25
2930,17 minutes,16,Steuart St at Market St,355,23rd St at Tennessee St,4793,3,1986,Female,29,2019-04-05
2931,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4761,2,1985,Male,26,2018-11-29
